"BFN","LICENSE_TYPE","LICENSE_STATUS","LICENSE_SUB_TYPE","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2018-BFN-0000229","Short Term Rental","License Issued - Active","NA","1/12/2019 12:00:00 AM","Keller, Melanie","360 N Lincoln ST  Denver 80203"
"2018-BFN-0000311","Short Term Rental","License Issued - Active","NA","1/17/2019 12:00:00 AM","robert, caroline","1322 E 29th AVE  Denver 80205"
"2018-BFN-0000372","Short Term Rental","License Issued - Active","NA","1/21/2019 12:00:00 AM","COzy Accommodations LLC","20173 E 43rd AVE  Denver 80249"
"2018-BFN-0000723","Short Term Rental","License Issued - Active","NA","2/6/2019 12:00:00 AM","Duzenack, Kirk","3248 N Quitman ST  Denver 80212"
"2018-BFN-0000507","Short Term Rental","License Issued - Active","NA","1/28/2019 12:00:00 AM","FEJ Investments LLC","479 N Franklin ST  Denver 80218"
"2018-BFN-0000546","Short Term Rental","License Issued - Active","NA","1/30/2019 12:00:00 AM","Ketchbaw, Kodie","3825 N Clay ST  Denver 80211"
"2018-BFN-0002056","Short Term Rental","License Issued - Active","NA","4/7/2019 12:00:00 AM","4301 OSAGE","4301 N Osage ST  Denver "
"2018-BFN-0003596","Short Term Rental","License Issued - Active","NA","6/1/2019 12:00:00 AM","Armstrong","4737 N Lowell BLVD  Denver 80211"
"2018-BFN-0000730","Short Term Rental","License Issued - Active","NA","2/6/2019 12:00:00 AM","mekuria tesfahun","4812 N Jericho ST  Denver 80249"
"2018-BFN-0000731","Short Term Rental","License Issued - Active","NA","2/6/2019 12:00:00 AM","Newlin, Peter","1453 S Lafayette ST  Denver 80210"
"2018-BFN-0000812","Short Term Rental","License Issued - Active","NA","2/9/2019 12:00:00 AM","Chacon, Ludy","3925 N Vallejo ST  Denver 80211"
"2018-BFN-0000835","Short Term Rental","License Issued - Active","NA","2/12/2019 12:00:00 AM","Burke, David","3415 N Zuni ST  Denver 80211"
"2018-BFN-0000821","Short Term Rental","License Issued - Active","NA","2/12/2019 12:00:00 AM","Sanmiguel, Marco","3720 W 24th AVE  Denver 80211"
"2018-BFN-0000903","Short Term Rental","License Issued - Active","NA","2/15/2019 12:00:00 AM","Fabian Raul","1090 N Grove ST  Denver 80204"
"2018-BFN-0001011","Short Term Rental","License Issued - Active","NA","2/21/2019 12:00:00 AM","Sturniolo, Christopher","160 S Lowell BLVD  Denver 80219"
"2018-BFN-0001083","Short Term Rental","License Issued - Active","NA","2/23/2019 12:00:00 AM","Snyder, Daniel","954 N Marion ST  Denver 80218"
"2018-BFN-0001349","Short Term Rental","License Issued - Active","NA","3/8/2019 12:00:00 AM","McCarthy Sarah O.","374 S Clarkson ST  Denver 80209"
"2018-BFN-0001443","Short Term Rental","License Issued - Active","NA","3/13/2019 12:00:00 AM","gentile,troyann","3325 W 31st AVE  Denver 80211"
"2018-BFN-0001449","Short Term Rental","License Issued - Active","NA","3/14/2019 12:00:00 AM","Helgeson, Erik","726 E 16th AVE 302 Denver 80203"
"2018-BFN-0001610","Short Term Rental","License Issued - Active","NA","3/20/2019 12:00:00 AM","Orion's Den","1242 N Clarkson ST  Denver 80218"
"2018-BFN-0001647","Short Term Rental","License Issued - Active","NA","3/22/2019 12:00:00 AM","Sherwood, Juliet","175 S Corona ST  Denver 80209"
"2018-BFN-0001781","Short Term Rental","License Issued - Active","NA","3/28/2019 12:00:00 AM","Dwire, Nancy","3720 W 49th AVE  Denver 80221"
"2018-BFN-0001841","Short Term Rental","License Issued - Active","NA","3/30/2019 12:00:00 AM","Winegar, Eric","2122 S Ogden ST  Denver "
"2018-BFN-0002265","Short Term Rental","License Issued - Active","NA","4/16/2019 12:00:00 AM","Meslie Hebrown LLC","49 W Alameda AVE  Denver 80223"
"2018-BFN-0002239","Short Term Rental","License Issued - Active","NA","4/15/2019 12:00:00 AM","Burke, Kelly L","1694 S Leyden ST  Denver 80224"
"2018-BFN-0002677","Short Term Rental","License Issued - Active","NA","5/1/2019 12:00:00 AM","Walker, Vanessa","5503 W 48th AVE  Denver 80212"
"2018-BFN-0002628","Short Term Rental","License Issued - Active","NA","4/30/2019 12:00:00 AM","Curran, Lindsay","2602 W 24th AVE 4 Denver 80211"
"2018-BFN-0003806","Short Term Rental","License Issued - Active","NA","6/7/2019 12:00:00 AM","Zendigz LLC","855 S Krameria ST  Denver 80224"
"2018-BFN-0003043","Short Term Rental","License Issued - Active","NA","5/15/2019 12:00:00 AM","Taylor, Matthew","2835 W 24th AVE 311 Denver "
"2018-BFN-0002834","Short Term Rental","License Issued - Active","NA","5/7/2019 12:00:00 AM","Chari, Govind","3108 N York ST  Denver 80205"
"2018-BFN-0002887","Short Term Rental","License Issued - Active","NA","5/9/2019 12:00:00 AM","Hochman, Evy","1326 N Emerson ST  Denver 80218"
"2018-BFN-0002903","Short Term Rental","License Issued - Active","NA","5/9/2019 12:00:00 AM","ZKB Properties, LLC","2021 N Eliot ST  Denver 80211"
"2018-BFN-0002995","Short Term Rental","License Issued - Active","NA","5/14/2019 12:00:00 AM","brownback-kutina","1441  Central ST 414 Denver 80211"
"2018-BFN-0003194","Short Term Rental","License Issued - Active","NA","5/18/2019 12:00:00 AM","Struble, Stephanie","3011 N Gaylord ST  Denver 80205"
"2018-BFN-0003395","Short Term Rental","License Issued - Active","NA","5/25/2019 12:00:00 AM","pickard/tim","2052 N Race ST  Denver "
"2018-BFN-0003857","Short Term Rental","License Issued - Active","NA","6/8/2019 12:00:00 AM","Stamatoiu, Alexandra","52 N Monroe ST  Denver 80206"
"2018-BFN-0003483","Short Term Rental","License Issued - Active","NA","5/29/2019 12:00:00 AM","St John, Douglas","3411 S Fairfax ST  Denver 80222"
"2018-BFN-0003497","Short Term Rental","License Issued - Active","NA","5/30/2019 12:00:00 AM","Hispa, Yoann","6921 E 4th AVE  Denver 80220"
"2018-BFN-0003635","Short Term Rental","License Issued - Active","NA","6/4/2019 12:00:00 AM","Franklin, Kelly Lua","1777  Chestnut PL 526 Denver "
"2018-BFN-0003658","Short Term Rental","License Issued - Active","NA","6/4/2019 12:00:00 AM","Vad, Vik","1305 E 13th AVE 1 Denver 80218"
"2018-BFN-0003628","Short Term Rental","License Issued - Active","NA","6/4/2019 12:00:00 AM","Schultz, Cassie","3556 N Clayton ST  Denver 80205"
"2018-BFN-0003862","Short Term Rental","License Issued - Active","NA","6/10/2019 12:00:00 AM","Berke, Shelby","2725 N Lowell BLVD 1/2 Denver 80211"
"2018-BFN-0003927","Short Term Rental","License Issued - Active","NA","6/11/2019 12:00:00 AM","Williams, Michael","1747 N Washington ST  Denver 80203"
"2018-BFN-0003988","Short Term Rental","License Issued - Active","NA","6/12/2019 12:00:00 AM","Breault, Amanda","1403 N Forest ST  Denver 80220"
"2018-BFN-0004026","Short Term Rental","License Issued - Active","NA","6/13/2019 12:00:00 AM","Nuanes, Celena","2391 N Holly ST  Denver 80207"
"2018-BFN-0003991","Short Term Rental","License Issued - Active","NA","6/13/2019 12:00:00 AM","Dariusz Wencel","3621 N Zuni ST  Denver 80211"
"2018-BFN-0004047","Short Term Rental","License Issued - Active","NA","6/14/2019 12:00:00 AM","Erin Wochos Hornstin","2323 W 30th AVE 1 Denver 80211"
"2018-BFN-0004190","Short Term Rental","License Issued - Active","NA","6/18/2019 12:00:00 AM","bearden, tim","757 S Raleigh ST  Denver 80219"
"2018-BFN-0004353","Short Term Rental","License Issued - Active","NA","6/20/2019 12:00:00 AM","Waidelich, Zach","3535 N Fillmore ST  Denver 80205"
"2002-BFN-8663","Swimming Pool","License Issued - Active","NA","4/30/2019 12:00:00 AM","BOULEVARD PARK APARTMENTS","2449 S COLORADO BLVD  DENVER 80222"
"2002-BFN-26369","Swimming Pool","License Issued - Active","NA","4/30/2019 12:00:00 AM","MONACO PARKWAY APARTMENTS","2050 S MONACO   DENVER 80222"
"2002-BFN-40506","Swimming Pool","License Issued - Active","NA","4/30/2019 12:00:00 AM","WICKFORD PATIO HOMES","1475 S QUEBEC WAY  DENVER 80231"
"2002-BFN-875","Swimming Pool","License Issued - Active","NA","7/26/2018 12:00:00 AM","POLO CLUB NORTH CONDOMINIUM ASSOC","2552 E ALAMEDA AVE  DENVER 80209"
"2002-BFN-7474","Swimming Pool","License Issued - Active","NA","12/31/2018 12:00:00 AM","2000 CHEESMAN E CONDOMINIUM HOMEOWNERS","2000 E 12TH AVE  DENVER 80206"
"2003-BFN-1003660","Swimming Pool","License Issued - Active","NA","5/23/2019 12:00:00 AM","BALLPARK LOFTS","1451  24TH ST  DENVER 80205"
"2006-BFN-1020687","Swimming Pool","License Issued - Active","NA","6/2/2019 12:00:00 AM","COLORADO POINTE","901  COLORADO BLVD  DENVER 80206"
"2007-BFN-1026963","Swimming Pool","License Issued - Active","NA","5/22/2019 12:00:00 AM","CITY GATE APARTMENTS","2890  BRIGHTON BLVD  DENVER 80216"
"2008-BFN-1037685","Swimming Pool","License Issued - Active","NA","12/1/2018 12:00:00 AM","ACOMA HIGH RISE","816 N ACOMA ST  DENVER 80204"
"2014-BFN-1071603","Swimming Pool","License Issued - Active","NA","8/7/2018 12:00:00 AM","AMLI PARK AVENUE","755 E 19TH AVE  DENVER 80203"
"2015-BFN-0002560","Swimming Pool","License Issued - Active","NA","4/29/2019 12:00:00 AM","GS BROADWAY, LLC","1000 S Broadway   Denver 80209"
"2015-BFN-0003147","Swimming Pool","License Issued - Active","NA","8/6/2019 12:00:00 AM","CHEESMAN TOWER WEST","1200  HUMBOLDT ST  DENVER 80218"
"2016-BFN-0002659","Swimming Pool","License Issued - Active","NA","6/1/2019 12:00:00 AM","FPAS COBBLESTONE LLC","7200 E Evans Ave  Denver 80224"
"2017-BFN-0000996","Swimming Pool","License Issued - Active","NA","3/17/2019 12:00:00 AM","RIVERPOINT I LLC","2700 N DECATUR   DENVER 80211"
"2017-BFN-0004200","Swimming Pool","License Issued - Active","NA","8/3/2018 12:00:00 AM","FPAS HUNTERS RIDGE LLC","3481 S Fenton St  Denver 80227"
"2017-BFN-0008187","Swimming Pool","License Issued - Active","NA","11/1/2018 12:00:00 AM","EVIVA CHEROKEE LLC","1250 N Cherokee St  Denver 80204"
"2018-BFN-0002960","Swimming Pool","License Issued - Active","NA","5/24/2019 12:00:00 AM","WILLOWS AT TAMARAC LLC","8525 E HAMPDEN AVE  DENVER 80231"
"2001-BFN-9274","Trailer Park","License Issued - Active","NA","12/31/2018 12:00:00 AM","ASPEN TERRACE MOBILE PARK","960 S JASON ST  DENVER 80223"
"2002-BFN-4814","Trailer Park","License Issued - Active","NA","12/31/2018 12:00:00 AM","ORIN SMITH","5225 N ADAMS ST SP #17 DENVER 80216"
"2003-BFN-1007005","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","Chris Adamo","2536 S DELAWARE ST  DENVER 80223"
"2004-BFN-1007247","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","Eugene Preston","6248 W 75TH DR  ARVADA 80003"
"2004-BFN-1007473","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","William McGarva","11873  SPRINGS RD  CONIFER 80433"
"2004-BFN-1011787","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","Rick Beane","7365 W LAKESIDE DR  LITTLETON 80125"
"2005-BFN-1013723","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","Ralph Anderson","3557 W ALAMO AVE  LITTLETON 80123"
"2007-BFN-1024820","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","KIRK BITTNER","2694 S SHERIDAN BLVD  DENVER 80227"
"2008-BFN-1033437","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","PAUL LIBERATORE","1330  Revere ST  DENVER 80011-6342"
"2008-BFN-1037617","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","Michael Lynn","7065  LEYDEN ST  COMMERCE CITY 80022"
"2011-BFN-1053203","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","Kenneth Zuber","1199 S Pierce ST B Lakewood 80232-5682"
"2012-BFN-1063688","Tree Service Company","License Issued - Active","NA","12/31/2019 12:00:00 AM","Jaime Flores-Rocha","149  COUNTY ROAD 27   BRIGHTON 80603"
"2013-BFN-1064866","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","MARK W. JAMES","298  PO Box   LITTLETON 80160-0298"
"2013-BFN-1069812","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","Troy King","17355 W 57TH AVE  GOLDEN 80403"
"2015-BFN-0004505","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","JOSE CRUZ","1595 S Acoma St  Denver 80223"
"2016-BFN-0000548","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","EMERY CALLISON","517  QUARTZ CIR  BAILEY 80421"
"2017-BFN-0002598","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","LEAF LIFE TREE AND SERVICE COMPANY","     DENVER "
"2017-BFN-0003061","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","JAMES DOSSETT","     DENVER "
"2018-BFN-0002082","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","COURTLAND SHERWOOD, LLC","1550  RALEIGH ST 125 DENVER 80204"
"2018-BFN-0003419","Tree Service Company","License Issued - Active","NA","12/31/2018 12:00:00 AM","BRENNAN TREE AND YARD INC","8712 W 46TH AVE  WHEAT RIDGE 80033"
"2010-BFN-1049895","Truck Loading Permit","License Issued - Active","NA","9/13/2018 12:00:00 AM","KEN'S REPRODUCTIONS","2220  CURTIS ST  DENVER 80205"
"2015-BFN-0003749","Truck Loading Permit","License Issued - Active","NA","6/22/2019 12:00:00 AM","CENTAUR ASSOCIATES, INC","4064  TECHNOLOGY DR A MAUMEE 43537"
"2015-BFN-0003747","Truck Loading Permit","License Issued - Active","NA","6/22/2019 12:00:00 AM","CENTAUR ASSOCIATES, INC","4064  TECHNOLOGY DR A MAUMEE 43537"
"2015-BFN-0004156","Truck Loading Permit","License Issued - Active","NA","7/2/2018 12:00:00 AM","DAVID COOK GALLERIES","1637  WAZEE ST 101 DENVER 80202"
"2015-BFN-0007736","Truck Loading Permit","License Issued - Active","NA","11/18/2018 12:00:00 AM","LORIN DAVID KLEIN","1400  QUAIL ST  LAKEWOOD 80215"
"2015-BFN-0007735","Truck Loading Permit","License Issued - Active","NA","11/18/2018 12:00:00 AM","JODI BROOKS","1400  QUAIL ST  LAKEWOOD 80215"
"2016-BFN-0006385","Truck Loading Permit","License Issued - Active","NA","9/22/2018 12:00:00 AM","WHITING PETROLEUM CORPORATION","1700 N Broadway  2300 Denver "
"2010-BFN-1046181","Valet Location License","License Issued - Active","NA","7/4/2018 12:00:00 AM","LONE STAR VALET","190 N CLAYTON LN  DENVER 80206"
"2010-BFN-1051372","Valet Location License","License Issued - Active","NA","1/11/2019 12:00:00 AM","LEG VALET TRANSPORTATION","816 W 8TH AVE  DENVER 80204"
"2011-BFN-1057078","Valet Location License","License Issued - Active","NA","11/9/2018 12:00:00 AM","TOWNE PARK/MILE HI VALET","1405  CURTIS ST  DENVER 80202"
"2017-BFN-0005659","Valet Location License","License Issued - Active","NA","7/28/2018 12:00:00 AM","FIVE STAR VALET","290 S Downing St  Denver 80209"
"2017-BFN-0006153","Valet Location License","License Issued - Active","NA","8/16/2018 12:00:00 AM","COLORADO VALETS","717  17th St  Denver 80202"
"2006-BFN-1019564","Valet Operator","License Issued - Active","NA","8/3/2018 12:00:00 AM","BAROLO GRILL","3030 E 6TH AVE  DENVER 80206"
"2007-BFN-1025847","Valet Operator","License Issued - Active","NA","6/24/2019 12:00:00 AM","MILE HI VALET SERVICE INC","1  PARK PL STE 200 ANNAPOLIS 21401"
"2010-BFN-1044966","Valet Operator","License Issued - Active","NA","1/11/2019 12:00:00 AM","LONE STAR VALET PARKING SERVICES, INC","1635  STOUT ST  DENVER 80202"
"2017-BFN-0005091","Valet Operator","License Issued - Active","NA","7/19/2018 12:00:00 AM","COLORADO VALETS LLC","10355  DOVER ST 1234 WESTMINSTER 80021"
"2017-BFN-0005274","Valet Operator","License Issued - Active","NA","7/24/2018 12:00:00 AM","UCB GARAGE, LLC","955 N Bannock St 201 Denver "
"2015-BFN-0008255","Vehicle Immobilization Service","License Issued - Active","NA","1/5/2019 12:00:00 AM","Z BOOTS","303 S BROADWAY SUITE  200-473 DENVER 80209"
"2016-BFN-0004725","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","DURANT ENTERPRISES, INC","2401 S RARITAN ST  ENGLEWOOD 80110"
"2016-BFN-0005336","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","JAY'S JUNK REMOVAL LLC","7925 E HARVARD AVE C DENVER 80231"
"2016-BFN-0005524","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","ALPINE DISPOSAL INC.","7373 N WASHINGTON ST  DENVER 80229"
"2016-BFN-0006246","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","XPRESS TRANSPORT INC","1690  CHAMBERS RD  AURORA 80011"
"2016-BFN-0007175","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","GARBAGIO LLC","4801  WASHINGTON ST  DENVER 80216"
"2016-BFN-0007573","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","BLUE BEAR WASTE SERVICES LLC","2180 W 60TH AVE  DENVER 80221"
"2017-BFN-0005739","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","AMERICAN PROPERTY SERVICES","698 W WILLOW ST  DENVER 80027"
"2018-BFN-0000574","Waste Hauler","License Issued - Active","NA","1/31/2019 12:00:00 AM","ADAMS SINGLE HAULS LLC","5515  DUDLEY CT  ARVADA 80002"
"2016-BFN-0001389","Body Art Est - Permanent","License Issued - Active","NA","3/14/2019 12:00:00 AM","RITUAL TATTOO & GALLERY","4241 N JASON ST  DENVER 80211"
"2016-BFN-0008057","Body Art Est - Permanent","License Issued - Active","NA","12/29/2018 12:00:00 AM","ANGELO J MCGUIRE","1027  21ST ST  DENVER 80205"
"2017-BFN-0009085","Body Art Est - Permanent","License Issued - Active","NA","6/22/2019 12:00:00 AM","CHRIS ERICKSON","246 W 6th Ave  Denver 80204"
"2002-BFN-89742","Burglar Alarm System Company","License Issued - Active","NA","1/29/2019 12:00:00 AM","WESTOVER CORPORATION","6580  FEDERAL BLVD  DENVER 80221"
"2002-BFN-70040","Burglar Alarm System Company","License Issued - Active","NA","11/18/2018 12:00:00 AM","SECURITY CENTRAL, INC","7100 S CLINTON ST STE 200 CENTENNIAL 80112"
"2003-BFN-1004716","Burglar Alarm System Company","License Issued - Active","NA","8/4/2018 12:00:00 AM","PROTECT AMERICA, INC","3800  QUICK HILL RD 1-100 AUSTIN 78728"
"2004-BFN-1012649","Burglar Alarm System Company","License Issued - Active","NA","12/13/2018 12:00:00 AM","SECURITY CONSULTANTS, INC.","3040  POPLAR ST  DENVER 80207"
"2005-BFN-1015001","Burglar Alarm System Company","License Issued - Active","NA","1/23/2019 12:00:00 AM","SHIELD SERVICES","2034 S BANNOCK ST  DENVER 80223"
"2005-BFN-1017156","Burglar Alarm System Company","License Issued - Active","NA","9/16/2018 12:00:00 AM","STANLEY CONVERGENT SECURITY SOLUTIONS, INC","7399 S TUCSON WAY STE A6 CENTENNIAL 80112"
"2005-BFN-1018459","Burglar Alarm System Company","License Issued - Active","NA","10/11/2018 12:00:00 AM","NATIONWIDE MUTUAL INSURANCE COMPANY","1  NATIONWIDE PLAZA   COLUMBUS 43215"
"2006-BFN-1023457","Burglar Alarm System Company","License Issued - Active","NA","10/12/2018 12:00:00 AM","SILENT SOLUTIONS","54371 S US HWY 285   SHAWNEE 80475"
"2007-BFN-1026142","Burglar Alarm System Company","License Issued - Active","NA","4/10/2019 12:00:00 AM","ACCENT ALARMS","225  UNION BLVD STE 150 LAKEWOOD 80228"
